id,title,department,required_skills,experience_level,min_experience_years
1499,"Data Scientist","Data & AI","{PostgreSQL,GraphQL,Tailwind CSS,Go,TypeScript}",Mid,4
1500,"Data Scientist","Data & AI","{PostgreSQL,TensorFlow,React,Data Bricks,After Effects}",Mid,3
1501,"Backend Developer","Marketing","{Blender,Tailwind CSS,Python,GSAP,Redis}",Mid,2
1502,"Mobile Developer","Data & AI","{TypeScript,Vue.js,Sass,Pandas,Tailwind CSS}",Junior,0
1503,"UI/UX Designer","Developer","{Python,Vue.js,AWS,TensorFlow}",Junior,1
1504,"Backend Developer","Engineering","{Terraform,After Effects,Sass,Node.js}",Lead,11
1505,"Game Developer","Infrastructure","{GSAP,Photoshop,Vue.js,Terraform,Docker,Kubernetes}",Senior,5
1506,"Site Reliability Engineer","Product","{Terraform,GSAP,Go,Pandas,TensorFlow,React}",Mid,2
1507,"AI & ML Engineer","Data & AI","{React,TensorFlow,Kubernetes,Photoshop,Vue.js}",Junior,1
1508,"Mobile Developer","Engineering","{Redis,Vue.js,Terraform,React,TypeScript,Go}",Lead,9
1509,"Full Stack Engineer","Infrastructure","{Photoshop,Redis,Affinity,GraphQL,Terraform,After Effects}",Mid,2
1510,"Backend Developer","Marketing","{Figma,Kubernetes,Photoshop,Framer,PostgreSQL,TypeScript}",Junior,1
1511,"Site Reliability Engineer","Marketing","{Pandas,Terraform,Python}",Mid,2
1512,"DevOps Specialist","Infrastructure","{Terraform,TypeScript,Sass,React}",Mid,3
1513,"AI & ML Engineer","Design","{Sass,TensorFlow,Terraform,Blender,Photoshop}",Senior,5
1514,"Mobile Developer","Product","{Affinity,Framer,Redis,Kubernetes}",Junior,1
1515,"UI/UX Designer","Design","{GraphQL,Blender,Kubernetes,Python,Framer,TypeScript}",Junior,0
1516,"Game Developer","Developer","{Next.js,Kubernetes,Python,GSAP,Blender,React}",Lead,8
1517,"AI & ML Engineer","Marketing","{PostgreSQL,Sass,After Effects,Next.js,Tailwind CSS,Vue.js}",Mid,4
1518,"Full Stack Engineer","Design","{TypeScript,Blender,React,Vue.js,Tailwind CSS,Python}",Lead,11
1519,"Mobile Developer","Design","{PostgreSQL,Data Bricks,Sass}",Junior,0
1520,"Frontend Engineer","Developer","{Docker,Blender,React}",Senior,7
1521,"UI/UX Designer","Engineering","{GSAP,Vue.js,Pandas,Framer,React}",Mid,2
1522,"Tester","Design","{PostgreSQL,After Effects,Pandas,TensorFlow}",Senior,6
1523,"Site Reliability Engineer","Design","{Docker,Go,Affinity,GraphQL,TypeScript,Pandas}",Lead,10
1524,"UI/UX Designer","Product","{Vue.js,Node.js,Terraform,AWS}",Lead,11
1525,"Site Reliability Engineer","Marketing","{PostgreSQL,Blender,AWS,TensorFlow,Next.js}",Senior,5
1526,"Full Stack Engineer","Infrastructure","{TensorFlow,Python,Affinity,TypeScript,Node.js,Framer}",Junior,0
1527,"Mobile Developer","Infrastructure","{AWS,Pandas,Figma,Data Bricks,PostgreSQL}",Junior,0
1528,"Site Reliability Engineer","Infrastructure","{Python,Kubernetes,TensorFlow,Vue.js,Pandas}",Lead,11
1529,"UI/UX Designer","Product","{Kubernetes,Node.js,Photoshop,Go}",Junior,0
1530,"DevOps Specialist","Product","{Next.js,Blender,Photoshop,After Effects}",Lead,10
1531,"DevOps Specialist","Data & AI","{Node.js,Figma,Tailwind CSS,GSAP,Photoshop}",Mid,2
1532,"Data Scientist","Marketing","{Redis,React,Node.js,Blender}",Mid,2
1533,"UI/UX Designer","Data & AI","{React,Next.js,Figma,Tailwind CSS}",Senior,6
1534,"Mobile Developer","Engineering","{Terraform,Python,Sass}",Senior,7
1535,"Site Reliability Engineer","Product","{Kubernetes,Go,Docker,Vue.js,TypeScript}",Mid,3
1536,"DevOps Specialist","Marketing","{Python,Kubernetes,Framer,Redis,AWS,React}",Lead,11
1537,"Backend Developer","Design","{Tailwind CSS,Docker,TensorFlow,Data Bricks}",Senior,5
1538,"Game Developer","Marketing","{Python,TensorFlow,Blender,Kubernetes}",Junior,1
1539,"DevOps Specialist","Product","{React,Docker,Affinity,Tailwind CSS}",Senior,7
1540,"DevOps Specialist","Marketing","{Tailwind CSS,Data Bricks,Figma}",Mid,3
1541,"UI/UX Designer","Product","{Tailwind CSS,Python,Blender,AWS,Vue.js,Photoshop}",Junior,0
1542,"Backend Developer","Data & AI","{Kubernetes,GraphQL,Pandas,Next.js,Blender,PostgreSQL}",Mid,2
1543,"UI/UX Designer","Engineering","{Vue.js,Data Bricks,Next.js,Photoshop,Kubernetes,AWS}",Junior,1
1544,"Data Scientist","Product","{Node.js,Kubernetes,Data Bricks}",Junior,1
1545,"Frontend Engineer","Design","{Terraform,Tailwind CSS,Node.js}",Lead,8
1546,"UI/UX Designer","Product","{Next.js,React,After Effects,Docker}",Junior,0
1547,"AI & ML Engineer","Design","{Framer,GSAP,Affinity,React,Kubernetes,After Effects}",Mid,4
1548,"UI/UX Designer","Product","{Terraform,Kubernetes,React}",Junior,0
1549,"DevOps Specialist","Engineering","{GraphQL,Affinity,Tailwind CSS,Data Bricks,GSAP,Sass}",Lead,11
1550,"Site Reliability Engineer","Marketing","{After Effects,Pandas,Python,Blender,Docker,Affinity}",Junior,0
1551,"Site Reliability Engineer","Marketing","{Framer,React,Photoshop,Affinity}",Mid,3
1552,"Backend Developer","Developer","{Figma,TypeScript,Framer}",Senior,5
1553,"DevOps Specialist","Infrastructure","{Affinity,Vue.js,React,Node.js}",Junior,1
1554,"Full Stack Engineer","Developer","{Python,Vue.js,Go,Redis,Terraform,GraphQL}",Junior,1
1555,"UI/UX Designer","Developer","{Pandas,Vue.js,Kubernetes,Affinity}",Senior,7
1556,"Full Stack Engineer","Developer","{GSAP,GraphQL,Blender,Affinity}",Lead,8
1557,"Data Scientist","Developer","{React,Photoshop,Python}",Junior,0
1558,"Backend Developer","Engineering","{TypeScript,Next.js,Blender}",Mid,4
1559,"Full Stack Engineer","Data & AI","{Kubernetes,React,Terraform,Redis}",Mid,2
1560,"Game Developer","Design","{Node.js,Tailwind CSS,AWS,GraphQL}",Mid,3
1561,"Tester","Engineering","{GSAP,Figma,Go,React,Next.js}",Junior,0
1562,"Data Scientist","Engineering","{Python,Tailwind CSS,Photoshop,Kubernetes,TypeScript,Node.js}",Junior,1
1563,"Game Developer","Marketing","{AWS,Redis,After Effects,Framer,PostgreSQL}",Senior,5
1564,"Frontend Engineer","Engineering","{TypeScript,Photoshop,Blender,Affinity,Python,Vue.js}",Lead,10
1565,"DevOps Specialist","Developer","{Pandas,Photoshop,TensorFlow}",Mid,2
1566,"Backend Developer","Developer","{GSAP,Node.js,AWS,Photoshop,React,Redis}",Junior,0
1567,"Site Reliability Engineer","Design","{Docker,Tailwind CSS,TensorFlow,Next.js,AWS}",Senior,5
1568,"UI/UX Designer","Design","{React,Framer,After Effects}",Senior,7
1569,"Full Stack Engineer","Design","{React,TypeScript,Vue.js,Pandas}",Senior,6
1570,"Site Reliability Engineer","Data & AI","{Python,Node.js,Terraform,PostgreSQL,Docker,Go}",Lead,10
1571,"Frontend Engineer","Engineering","{Node.js,Redis,Kubernetes,GraphQL,TypeScript,Docker}",Mid,2
1572,"Site Reliability Engineer","Product","{Tailwind CSS,Terraform,Pandas}",Mid,2
1573,"Tester","Design","{Photoshop,Sass,After Effects}",Lead,8
1574,"DevOps Specialist","Developer","{Vue.js,Docker,Sass,Python,React,Next.js}",Junior,1
1575,"DevOps Specialist","Engineering","{Terraform,Data Bricks,AWS,Tailwind CSS}",Lead,11
1576,"UI/UX Designer","Engineering","{Data Bricks,PostgreSQL,React,Kubernetes,TypeScript}",Senior,5
1577,"Mobile Developer","Marketing","{PostgreSQL,Vue.js,Framer,Terraform,Affinity}",Lead,11
1578,"Data Scientist","Developer","{After Effects,Data Bricks,Node.js,AWS,Tailwind CSS}",Senior,7
1579,"Backend Developer","Infrastructure","{TypeScript,PostgreSQL,Framer}",Mid,2
1580,"Full Stack Engineer","Infrastructure","{AWS,After Effects,Figma,Node.js,Sass,Pandas}",Lead,9
1581,"DevOps Specialist","Marketing","{AWS,React,Sass,Data Bricks,TypeScript}",Senior,7
1582,"AI & ML Engineer","Developer","{Framer,React,PostgreSQL}",Senior,7
1583,"Backend Developer","Infrastructure","{GraphQL,Tailwind CSS,Go,Vue.js,Kubernetes,Sass}",Senior,5
1584,"Backend Developer","Design","{Photoshop,Node.js,Next.js}",Senior,6
1585,"Full Stack Engineer","Infrastructure","{Blender,TensorFlow,Kubernetes,Docker}",Lead,10
1586,"AI & ML Engineer","Infrastructure","{Tailwind CSS,PostgreSQL,TensorFlow,After Effects,Go,Terraform}",Lead,8
1587,"Backend Developer","Infrastructure","{Framer,Python,Node.js}",Mid,4
1588,"Full Stack Engineer","Engineering","{React,Next.js,Vue.js,Kubernetes}",Mid,2
1589,"Full Stack Engineer","Infrastructure","{Figma,GraphQL,Tailwind CSS}",Mid,3
1590,"Data Scientist","Developer","{After Effects,Kubernetes,Go,Node.js}",Junior,1
1591,"Full Stack Engineer","Developer","{GSAP,Figma,Sass,React}",Lead,8
1592,"Full Stack Engineer","Data & AI","{React,Vue.js,Terraform,Docker,Tailwind CSS,GSAP}",Junior,0
1593,"Full Stack Engineer","Marketing","{TypeScript,Kubernetes,Redis,GSAP,TensorFlow}",Lead,9
1594,"Mobile Developer","Infrastructure","{TensorFlow,TypeScript,Figma,Photoshop,Docker}",Mid,3
1595,"Mobile Developer","Design","{Python,Photoshop,Node.js}",Senior,5
1596,"Full Stack Engineer","Product","{Python,Redis,After Effects,Terraform,React,Go}",Junior,1
1597,"Tester","Marketing","{React,Figma,Python}",Lead,9
1598,"Full Stack Engineer","Data & AI","{Terraform,React,PostgreSQL,Sass,GSAP}",Senior,5
1599,"Frontend Engineer","Product","{GSAP,Python,Kubernetes,Terraform}",Mid,2
1600,"Site Reliability Engineer","Marketing","{AWS,Next.js,Photoshop,Vue.js,Framer,Blender}",Lead,10
1601,"Tester","Engineering","{Sass,Figma,Data Bricks,Tailwind CSS,Docker}",Senior,6
1602,"UI/UX Designer","Infrastructure","{Kubernetes,Redis,Tailwind CSS}",Junior,0
1603,"Backend Developer","Design","{Blender,Vue.js,Pandas,Data Bricks,Tailwind CSS,Next.js}",Junior,0
1604,"DevOps Specialist","Design","{Docker,Terraform,Pandas,Framer}",Senior,7
1605,"AI & ML Engineer","Engineering","{PostgreSQL,Go,GSAP}",Mid,2
1606,"Game Developer","Marketing","{Kubernetes,TypeScript,Affinity,Figma,Next.js,Go}",Senior,5
1607,"UI/UX Designer","Engineering","{Redis,PostgreSQL,React,TensorFlow,Docker}",Senior,6
1608,"Tester","Engineering","{GraphQL,React,Docker}",Senior,6
1609,"Tester","Marketing","{AWS,TensorFlow,PostgreSQL,GSAP,Terraform,Pandas}",Lead,8
1610,"Mobile Developer","Marketing","{Python,Photoshop,Affinity,Figma}",Junior,1
1611,"Data Scientist","Developer","{Tailwind CSS,TensorFlow,Blender}",Senior,5
1612,"Backend Developer","Developer","{Figma,Tailwind CSS,React,After Effects,Node.js}",Senior,5
1613,"DevOps Specialist","Developer","{After Effects,PostgreSQL,Docker,GSAP}",Senior,5
1614,"UI/UX Designer","Developer","{Vue.js,GraphQL,GSAP,Kubernetes}",Mid,3
1615,"Game Developer","Infrastructure","{Go,Terraform,Blender,Tailwind CSS,Next.js}",Lead,11
1616,"AI & ML Engineer","Design","{Figma,Kubernetes,Vue.js,Node.js}",Junior,1
1617,"Full Stack Engineer","Design","{PostgreSQL,Vue.js,React}",Lead,8
1618,"Backend Developer","Developer","{GSAP,Python,Redis,Framer,Terraform,Blender}",Mid,3
1619,"Site Reliability Engineer","Design","{React,Next.js,After Effects,Terraform,Framer,Kubernetes}",Senior,5
1620,"Site Reliability Engineer","Product","{Framer,Redis,Blender,Figma,Next.js}",Mid,4
1621,"Site Reliability Engineer","Infrastructure","{Vue.js,Tailwind CSS,PostgreSQL,Terraform}",Senior,7
1622,"Site Reliability Engineer","Product","{Terraform,Sass,Blender}",Mid,4
1623,"Site Reliability Engineer","Engineering","{Redis,Docker,Framer,Terraform,Vue.js,TensorFlow}",Junior,1
1624,"UI/UX Designer","Data & AI","{Node.js,Figma,AWS,GSAP,Vue.js,Next.js}",Lead,10
1625,"DevOps Specialist","Developer","{Node.js,React,Redis,TypeScript}",Lead,10
1626,"Game Developer","Product","{PostgreSQL,Photoshop,Next.js}",Mid,4
1627,"AI & ML Engineer","Developer","{TensorFlow,Redis,Go,Framer}",Mid,4
1628,"Site Reliability Engineer","Product","{Vue.js,Kubernetes,Redis,Docker,Terraform,PostgreSQL}",Senior,7
1629,"UI/UX Designer","Design","{PostgreSQL,Data Bricks,Next.js}",Mid,3
1630,"UI/UX Designer","Data & AI","{After Effects,Tailwind CSS,TypeScript,Redis,Go}",Mid,2
1631,"Tester","Engineering","{Pandas,Next.js,TypeScript,Blender,Python}",Lead,8
1632,"Mobile Developer","Infrastructure","{React,Docker,Go,TypeScript,After Effects}",Mid,2
1633,"DevOps Specialist","Product","{Node.js,AWS,Affinity,Docker,After Effects,GraphQL}",Lead,11
1634,"Mobile Developer","Developer","{Next.js,Node.js,Redis,Sass,Pandas}",Lead,8
1635,"Full Stack Engineer","Engineering","{AWS,Docker,Go,Framer}",Mid,3
1636,"Mobile Developer","Data & AI","{React,Docker,GraphQL}",Junior,0
1637,"Data Scientist","Developer","{React,PostgreSQL,Photoshop,Next.js,AWS}",Senior,7
1638,"Backend Developer","Marketing","{AWS,Kubernetes,Data Bricks,Figma}",Mid,3
1639,"Site Reliability Engineer","Design","{Pandas,React,Framer,Affinity}",Mid,4
1640,"AI & ML Engineer","Engineering","{Framer,Node.js,Terraform,Redis,Docker}",Mid,3
1641,"Frontend Engineer","Data & AI","{GraphQL,Blender,Node.js}",Lead,8
1642,"Full Stack Engineer","Marketing","{Node.js,Next.js,TypeScript,Kubernetes,Go}",Junior,1
1643,"Backend Developer","Engineering","{React,TensorFlow,Next.js,Tailwind CSS,Vue.js,Photoshop}",Lead,11
1644,"Full Stack Engineer","Developer","{Framer,GSAP,Photoshop,Figma}",Senior,6
1645,"Frontend Engineer","Engineering","{AWS,Tailwind CSS,Affinity,After Effects}",Junior,0
1646,"Full Stack Engineer","Developer","{TensorFlow,Terraform,Affinity,React,Docker}",Junior,0
1647,"Site Reliability Engineer","Product","{React,Python,Node.js,Data Bricks,Docker}",Mid,2
1648,"Site Reliability Engineer","Design","{GraphQL,Terraform,Blender,TypeScript}",Mid,4
1649,"AI & ML Engineer","Design","{React,Photoshop,Affinity,AWS,Next.js,Vue.js}",Senior,7
1650,"Tester","Infrastructure","{React,AWS,Blender,Next.js,TensorFlow,Affinity}",Junior,1
1651,"UI/UX Designer","Marketing","{Terraform,React,TypeScript,Figma,Redis,Pandas}",Lead,8
1652,"Data Scientist","Marketing","{Kubernetes,Figma,After Effects,Vue.js,Go,Tailwind CSS}",Junior,1
1653,"Game Developer","Product","{Go,Photoshop,Docker,Python,Tailwind CSS,After Effects}",Lead,8
1654,"Frontend Engineer","Developer","{AWS,TypeScript,After Effects,Next.js,React,Kubernetes}",Junior,1
1655,"Frontend Engineer","Engineering","{AWS,React,Next.js,GraphQL}",Mid,4
1656,"Full Stack Engineer","Design","{Affinity,React,Next.js,Node.js,Kubernetes}",Lead,11
1657,"DevOps Specialist","Marketing","{React,Photoshop,TypeScript,Terraform,Affinity,AWS}",Senior,5
1658,"UI/UX Designer","Marketing","{React,GraphQL,After Effects}",Senior,5
1659,"DevOps Specialist","Design","{Tailwind CSS,Kubernetes,Terraform,Pandas,After Effects,TypeScript}",Mid,2
1660,"DevOps Specialist","Engineering","{Photoshop,React,Tailwind CSS,Next.js}",Mid,4
1661,"Tester","Product","{Python,Blender,Sass,Redis}",Junior,1
1662,"Tester","Product","{TypeScript,Pandas,Data Bricks}",Junior,1
1663,"Game Developer","Infrastructure","{Kubernetes,GraphQL,After Effects,Blender,Go,React}",Mid,2
1664,"Mobile Developer","Product","{Photoshop,React,Affinity,After Effects}",Mid,2
1665,"Mobile Developer","Data & AI","{TensorFlow,Terraform,Kubernetes,Vue.js}",Junior,1
1666,"Tester","Developer","{Kubernetes,After Effects,GSAP,Go}",Senior,6
1667,"Frontend Engineer","Marketing","{Node.js,Docker,PostgreSQL,React}",Junior,1
1668,"UI/UX Designer","Infrastructure","{After Effects,React,GraphQL,TensorFlow,Next.js,Vue.js}",Mid,3
1669,"Tester","Product","{Blender,Python,Docker,Figma,Data Bricks}",Junior,0
1670,"Game Developer","Infrastructure","{Docker,Vue.js,Data Bricks,TensorFlow,GraphQL,Figma}",Senior,6
1671,"UI/UX Designer","Infrastructure","{Python,TensorFlow,GraphQL,After Effects}",Senior,7
1672,"Site Reliability Engineer","Developer","{TensorFlow,Docker,Go}",Mid,2
1673,"Frontend Engineer","Data & AI","{Node.js,Next.js,Docker,Terraform,Go}",Mid,3
1674,"Backend Developer","Product","{AWS,Kubernetes,Data Bricks}",Junior,0
1675,"Mobile Developer","Developer","{Figma,Python,Framer}",Lead,11
1676,"Data Scientist","Product","{Kubernetes,TypeScript,Next.js,Redis}",Lead,11
1677,"Backend Developer","Design","{Python,TypeScript,Figma,Go}",Junior,1
1678,"Frontend Engineer","Design","{Vue.js,GSAP,Blender,Framer}",Lead,10
1679,"Data Scientist","Product","{TensorFlow,Photoshop,Affinity}",Mid,4
1680,"Site Reliability Engineer","Product","{Data Bricks,PostgreSQL,Kubernetes}",Mid,3
1681,"Backend Developer","Product","{Go,Python,React,Blender,Sass,Affinity}",Mid,4
1682,"Mobile Developer","Data & AI","{Go,Node.js,PostgreSQL,Docker,React,Redis}",Junior,0
1683,"Game Developer","Design","{Node.js,Next.js,Data Bricks,Sass}",Senior,5
1684,"UI/UX Designer","Design","{React,Next.js,Pandas}",Lead,8
1685,"Site Reliability Engineer","Engineering","{Node.js,Tailwind CSS,Docker,Redis}",Mid,4
1686,"Backend Developer","Engineering","{Figma,PostgreSQL,Framer}",Senior,7
1687,"Data Scientist","Product","{React,Terraform,GraphQL,TensorFlow,Redis}",Senior,6
1688,"Backend Developer","Developer","{GSAP,Sass,AWS,Node.js}",Lead,8
1689,"DevOps Specialist","Marketing","{Node.js,Terraform,Redis,Photoshop}",Junior,0
1690,"Frontend Engineer","Engineering","{Node.js,After Effects,Docker}",Senior,6
1691,"Site Reliability Engineer","Marketing","{After Effects,Kubernetes,Pandas,Figma,Photoshop,TensorFlow}",Mid,3
1692,"Game Developer","Marketing","{Pandas,Redis,Kubernetes}",Junior,1
1693,"AI & ML Engineer","Infrastructure","{TypeScript,Sass,Go,Affinity,Data Bricks,TensorFlow}",Junior,1
1694,"Site Reliability Engineer","Marketing","{Data Bricks,Python,Next.js,Sass,TypeScript,PostgreSQL}",Junior,0
1695,"Tester","Marketing","{GSAP,Python,Next.js,Photoshop,Framer,Node.js}",Junior,1
1696,"Backend Developer","Data & AI","{PostgreSQL,Node.js,Vue.js,Redis}",Mid,3
1697,"Tester","Infrastructure","{GSAP,Blender,React}",Mid,2
1698,"UI/UX Designer","Design","{Framer,PostgreSQL,Node.js}",Senior,5
1699,"UI/UX Designer","Product","{TensorFlow,Data Bricks,GraphQL,React,Next.js}",Mid,2
1700,"Data Scientist","Engineering","{Framer,GSAP,Redis,Figma}",Lead,11
1701,"Tester","Engineering","{Data Bricks,Kubernetes,GraphQL,TensorFlow,TypeScript}",Mid,3
1702,"Frontend Engineer","Design","{TypeScript,GraphQL,After Effects,Vue.js,Framer,Terraform}",Lead,10
1703,"UI/UX Designer","Data & AI","{Blender,GraphQL,After Effects,Figma,Terraform,Sass}",Junior,0
1704,"Full Stack Engineer","Infrastructure","{Python,Photoshop,Affinity}",Lead,8
1705,"Data Scientist","Product","{Docker,TensorFlow,Python,Data Bricks,Redis}",Senior,7
1706,"Mobile Developer","Design","{Figma,Go,After Effects}",Junior,0
1707,"AI & ML Engineer","Design","{Kubernetes,After Effects,Node.js}",Senior,5
1708,"Mobile Developer","Infrastructure","{Vue.js,Node.js,Terraform,Affinity,Framer}",Junior,0
1709,"Data Scientist","Infrastructure","{Photoshop,After Effects,Data Bricks,Python}",Junior,1
1710,"Site Reliability Engineer","Infrastructure","{TensorFlow,Pandas,React,Sass,Vue.js,TypeScript}",Mid,2
1711,"Data Scientist","Developer","{After Effects,Tailwind CSS,React}",Mid,3
1712,"Tester","Marketing","{React,AWS,Next.js}",Junior,1
1713,"DevOps Specialist","Design","{Docker,Blender,Pandas}",Junior,0
1714,"Game Developer","Product","{AWS,Affinity,React,Docker,Redis}",Senior,7
1715,"UI/UX Designer","Engineering","{After Effects,Go,Node.js}",Junior,0
1716,"Site Reliability Engineer","Data & AI","{GraphQL,Kubernetes,Sass,Photoshop,Pandas}",Mid,4
1717,"AI & ML Engineer","Data & AI","{Kubernetes,Blender,TensorFlow,Vue.js,Affinity,Redis}",Senior,6
1718,"Frontend Engineer","Developer","{TensorFlow,Affinity,React,Blender,TypeScript}",Lead,8
1719,"Tester","Marketing","{Pandas,Node.js,After Effects}",Lead,9
1720,"Site Reliability Engineer","Developer","{Vue.js,Next.js,Pandas,Figma}",Mid,4
1721,"UI/UX Designer","Infrastructure","{Node.js,React,Kubernetes,AWS}",Junior,0
1722,"Game Developer","Product","{Python,Data Bricks,AWS,Kubernetes,After Effects}",Lead,8
1723,"Game Developer","Product","{Docker,TypeScript,Kubernetes}",Junior,1
1724,"Mobile Developer","Engineering","{Next.js,Terraform,AWS,Figma}",Lead,8
1725,"Game Developer","Infrastructure","{Docker,Blender,Python,Kubernetes}",Senior,5
1726,"Backend Developer","Data & AI","{Terraform,Go,Photoshop}",Mid,3
1727,"Data Scientist","Product","{Terraform,Framer,Vue.js,Next.js,Python}",Lead,11
1728,"Data Scientist","Data & AI","{Photoshop,React,Docker}",Junior,1
1729,"Data Scientist","Engineering","{Vue.js,Tailwind CSS,TypeScript}",Junior,1
1730,"Full Stack Engineer","Product","{React,Vue.js,Redis,Framer,Tailwind CSS,Sass}",Lead,11
1731,"DevOps Specialist","Design","{React,Docker,Redis,Python,Vue.js}",Mid,2
1732,"Data Scientist","Design","{React,Terraform,AWS}",Lead,9
1733,"Backend Developer","Design","{Terraform,Affinity,Tailwind CSS,Redis,Docker}",Junior,1
1734,"AI & ML Engineer","Marketing","{Vue.js,Photoshop,Sass,Framer,TypeScript,Kubernetes}",Senior,7
1735,"Frontend Engineer","Marketing","{React,Sass,Affinity}",Senior,7
1736,"Frontend Engineer","Data & AI","{Vue.js,Next.js,React,Go,Kubernetes}",Mid,3
1737,"AI & ML Engineer","Developer","{TypeScript,Kubernetes,Docker}",Senior,5
1738,"Site Reliability Engineer","Design","{GSAP,Data Bricks,React,Framer,Next.js}",Lead,10
1739,"Mobile Developer","Data & AI","{Terraform,Next.js,AWS,Vue.js,React,Python}",Junior,0
1740,"Site Reliability Engineer","Marketing","{Tailwind CSS,Kubernetes,Terraform,GSAP}",Junior,0
1741,"Tester","Marketing","{GraphQL,GSAP,AWS}",Senior,5
1742,"AI & ML Engineer","Data & AI","{Vue.js,GSAP,Framer,Tailwind CSS}",Junior,0
1743,"DevOps Specialist","Product","{React,GSAP,Pandas}",Mid,3
1744,"Mobile Developer","Infrastructure","{Python,TensorFlow,React,Terraform}",Senior,6
1745,"Game Developer","Data & AI","{Photoshop,React,Redis,TensorFlow,Data Bricks}",Junior,1
1746,"Game Developer","Product","{Pandas,Kubernetes,Data Bricks,GSAP,Framer,After Effects}",Senior,7
1747,"Game Developer","Data & AI","{Next.js,TensorFlow,AWS,TypeScript,Data Bricks,Sass}",Senior,6
1748,"Data Scientist","Design","{PostgreSQL,Node.js,After Effects,Redis,Pandas}",Mid,2
1749,"UI/UX Designer","Developer","{Go,Data Bricks,GraphQL}",Mid,4
1750,"Mobile Developer","Design","{AWS,Sass,Node.js,Blender,Photoshop,React}",Senior,7
1751,"Mobile Developer","Design","{Redis,Terraform,Figma,Affinity,Python,Blender}",Mid,2
1752,"Frontend Engineer","Design","{React,PostgreSQL,Next.js,Docker}",Lead,10
1753,"Frontend Engineer","Engineering","{GSAP,React,Vue.js,TypeScript,Next.js,Pandas}",Senior,7
1754,"AI & ML Engineer","Developer","{TensorFlow,Blender,Figma,GraphQL,Photoshop}",Junior,0
1755,"Backend Developer","Marketing","{Docker,React,Next.js,Tailwind CSS,TypeScript}",Senior,5
1756,"Frontend Engineer","Data & AI","{After Effects,React,Kubernetes,AWS,Data Bricks,Vue.js}",Mid,4
1757,"Backend Developer","Marketing","{Node.js,TypeScript,GraphQL}",Lead,9
1758,"AI & ML Engineer","Developer","{React,Affinity,Docker,Redis,GSAP}",Mid,3
1759,"Tester","Developer","{Blender,TensorFlow,Framer}",Junior,1
1760,"Backend Developer","Data & AI","{PostgreSQL,React,Redis,Next.js}",Mid,4
1761,"AI & ML Engineer","Developer","{Next.js,TypeScript,After Effects}",Junior,1
1762,"UI/UX Designer","Data & AI","{Tailwind CSS,Python,After Effects,Node.js}",Junior,1
1763,"UI/UX Designer","Developer","{Vue.js,GSAP,React}",Lead,9
1764,"UI/UX Designer","Marketing","{Python,Kubernetes,Tailwind CSS}",Junior,0
1765,"AI & ML Engineer","Design","{Terraform,Kubernetes,Next.js}",Mid,3
1766,"DevOps Specialist","Product","{Tailwind CSS,Vue.js,GraphQL}",Junior,1
1767,"Tester","Developer","{Terraform,Vue.js,Kubernetes}",Lead,11
1768,"DevOps Specialist","Data & AI","{React,Figma,GSAP,Terraform}",Lead,11
1769,"UI/UX Designer","Data & AI","{Blender,Pandas,Python,TypeScript,PostgreSQL}",Junior,0
1770,"Site Reliability Engineer","Product","{Terraform,AWS,Blender,Pandas}",Mid,2
1771,"Site Reliability Engineer","Engineering","{Next.js,React,Sass,TypeScript,Tailwind CSS}",Junior,0
1772,"AI & ML Engineer","Developer","{Photoshop,Python,Figma,React,PostgreSQL}",Lead,11
1773,"Site Reliability Engineer","Developer","{Node.js,GSAP,TypeScript,Python,Docker}",Mid,4
1774,"AI & ML Engineer","Marketing","{Next.js,Python,Go}",Mid,4
1775,"Tester","Marketing","{Redis,Pandas,Next.js,React}",Junior,1
1776,"AI & ML Engineer","Marketing","{Figma,React,Framer}",Lead,8
1777,"Game Developer","Developer","{Vue.js,Node.js,AWS,After Effects}",Lead,9
1778,"AI & ML Engineer","Engineering","{React,Next.js,Figma}",Mid,2
1779,"Mobile Developer","Marketing","{Next.js,Python,Redis,Pandas,Tailwind CSS,AWS}",Lead,8
1780,"AI & ML Engineer","Design","{React,AWS,Tailwind CSS,Vue.js}",Lead,11
1781,"AI & ML Engineer","Developer","{After Effects,Docker,Python}",Mid,2
1782,"Site Reliability Engineer","Product","{React,Python,PostgreSQL}",Lead,10
1783,"Full Stack Engineer","Developer","{Figma,Sass,Go,React}",Senior,7
1784,"Site Reliability Engineer","Infrastructure","{GraphQL,GSAP,Sass,React,Figma}",Mid,2
1785,"Data Scientist","Engineering","{Node.js,Kubernetes,Data Bricks,Terraform,After Effects}",Lead,8
1786,"AI & ML Engineer","Data & AI","{TypeScript,Python,TensorFlow,Node.js}",Mid,4
1787,"Tester","Product","{Terraform,AWS,Python,Tailwind CSS,Figma}",Lead,8
1788,"Mobile Developer","Developer","{Sass,Tailwind CSS,TypeScript,After Effects,Affinity}",Senior,6
1789,"Full Stack Engineer","Data & AI","{Framer,PostgreSQL,Pandas,GSAP,Python,Blender}",Lead,11
1790,"Mobile Developer","Developer","{React,Python,Vue.js}",Mid,3
1791,"Data Scientist","Design","{After Effects,Node.js,Kubernetes,React,AWS,TensorFlow}",Mid,3
1792,"UI/UX Designer","Data & AI","{Terraform,Data Bricks,Kubernetes,Blender}",Mid,2
1793,"Game Developer","Infrastructure","{Redis,Framer,TypeScript,Node.js,Kubernetes,Pandas}",Senior,5
